propertyType,features,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,assessorID,legalDescription,property_id
Single Family,"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Siding"", ""fireplace"": true, ""fireplaceType"": ""2 Story"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Built-in"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,2.5,2621.0,7666.0,1991.0,03-215229,LOT 263 7666 SF 1441 FOUNTAIN GLEN DRIVE FOUNTAIN GLEN S4 P 56/13,232
Single Family,"{""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""unitCount"": 1, ""architectureType"": ""Cottage"", ""fireplace"": true, ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 5}",2.0,1.0,852.0,7841.0,1950.0,09-09-301-015,V FREDENHAGEN JRS RESUB,233
Single Family,"{""architectureType"": ""Modern"", ""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 6, ""unitCount"": 1, ""viewType"": ""Average""}",3.0,2.0,1441.0,19344.0,1986.0,0405-253-31-0000,TRACT 5812 LOT 21 TRACT 5812 LOT 21 EX MNL RTS RESERVATION OF RECORD,234
Single Family,NaN,3.0,2.0,1485.0,0.0,2007.0,2324202,"WARD 3-0, LOT:17, SUBDIV:BURBANK VILLAS. RESUB. 2005.",235
Single Family,"{""architectureType"": ""Cape Cod"", ""exteriorType"": ""Other"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Hot Water"", ""roofType"": ""Metal"", ""roomCount"": 4}",3.0,1.0,1471.0,6098.0,1875.0,WHFD M:103 L:136,LOT:136 CITY/MUNI/TWP:WHITEFIELD,236
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""fireplaceType"": ""Masonry"", ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Gravity"", ""roofType"": ""Asphalt"", ""roomCount"": 7}",3.0,1.0,2486.0,28750.0,1927.0,07-07-18-300-355.000-005,"PATRICK J MULLANEY ADDN LOTS 1, 2, 18 & 19 ALSO VACATED ALLEY'S & GARDNER AVE",237
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""pool"": true, ""poolType"": ""In-Ground Vinyl Pool"", ""roomCount"": 11, ""unitCount"": 1}",5.0,4.5,4090.0,27878.0,1999.0,C02-32W- -B-00026,NS WEST HOUSTON WAY SEE MAP D2-32WB,238
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""roomCount"": 7, ""unitCount"": 1}",4.0,2.0,1768.0,11500.0,1986.0,B01-57N- -F-00003,ES ELMORE PARK RD,239
Single Family,"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Footing"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Wood Shingle"", ""unitCount"": 1}",3.0,3.5,4804.0,42800.0,1989.0,01-022-B-000-0080,P=17-69 L80 BK1794-993 DORADO CR,240
Single Family,NaN,4.0,2.5,2478.0,11326.0,1993.0,Unknown,Not available,241
Single Family,"{""garage"": true, ""garageType"": ""Garage"", ""unitCount"": 1, ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Tile""}",3.0,2.0,1932.0,5942.0,2002.0,00-42-45-15-20-000-0700,ABERDEEN PL 26 REPL LT 70A,242
Single Family,"{""architectureType"": ""Traditional"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Raised"", ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 6}",3.0,1.5,1284.0,8320.0,1918.0,K48-25-11-02-30-018-00,RTS 11-05-23 __ HENRY ST,243
Single Family,"{""architectureType"": ""Townhouse"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Heat Pump"", ""roomCount"": 6, ""unitCount"": 1}",3.0,3.5,1424.0,1599.0,1987.0,8193-64-0982,WESTRIDGE SEC 9B L 693,244
Condo,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 4, ""unitCount"": 1}",2.0,1.5,960.0,958.0,1969.0,68-08050,GEORGETOWN COND 1288 CULPEPPER DR #10,245
Single Family,"{""architectureType"": ""Split Foyer"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""2 Story"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""pool"": true, ""poolType"": ""In-Ground Vinyl Pool"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,3.0,1492.0,26581.0,1964.0,19-2166965,WILDERCROFT-RESUB,246
Manufactured,"{""architectureType"": ""Mobile Home"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Other"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,2.0,1984.0,23362.0,1997.0,33-25-20-0010-00000-0741,WILLIAMS DOUBLE BRANCH ESTATES PB 12 PGS 106-112 LOT 74 LESS THE NORTH 104 FT THEREOF OR 3261 PG 473,247
Single Family,"{""architectureType"": ""Split Level"", ""exteriorType"": ""Other"", ""fireplace"": true, ""floorCount"": 3, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""unitCount"": 1}",3.0,2.5,1539.0,29621.0,1993.0,00373300601002,ALDERWOOD MANOR 07 BLK 006 D-02 - THAT PTN OF LOTS 10 & 11 DAF COM AT NW COR OF SD LOT 10 TH E ALG N LN THOF 344.22FT TH S 21,248
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Frame / Masonry / Veneer"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Pier"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,1.0,1518.0,19602.0,1962.0,42R0367301700,Not available,249
Condo,"{""architectureType"": ""Condo / Apartment""}",2.0,2.5,1174.0,0.0,2005.0,01-3219-047-0620,BLUE CONDO UNIT 1603 UNDIV 0.294934540% INT IN COMMON ELEMENTS OFF REC 23898-1716 COC 24046-2141 11 2005 1,250
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Footing"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Concrete Tile"", ""unitCount"": 1}",0.0,2.0,2300.0,11613.0,1970.0,33-30-15-80622-000-0580,SHERATON SHORES LOT 58,251
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick / Stone"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Gas"", ""roomCount"": 5, ""unitCount"": 1}",3.0,2.0,1196.0,6011.0,1977.0,240-005687,VILLAGE PARK MAPLE PARK WAY LOT 219,252
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Pier / Post & Beam"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",2.0,1.5,1326.0,10360.0,1947.0,00000312430000000,EAST HAMPTON HILLS BLK 3/4253 LT 8 VOL96180/0197 DD09031996 CO-DC 4253 003 00800 2004253 003,253
Single Family,"{""architectureType"": ""Mobile Home"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""unitCount"": 1}",3.0,1.0,1312.0,5837.0,1980.0,10907-025-0240,NCB 10907 BLK 25 LOT N IRR 105.59 FT OF 24 NO LABEL# OR SERIAL#,254
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",4.0,2.5,2807.0,11536.0,2004.0,8130-17-10-0100,LOT 10 BLK 548 DELTONA LAKES UNIT 17 MB 25 PG 241-244 INC PER OR 5267 PG 2952 PER OR 5450 PG 2615 PER OR 6410 PGS 3213-3214,255
Single Family,"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Built-up (Layered Asphalt)"", ""roomCount"": 7, ""unitCount"": 1}",0.0,2.0,1556.0,8193.0,1960.0,135-02-2130,TERRA DEL SOL LOT 14 BLK 11,256
Condo,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 6, ""unitCount"": 1}",3.0,1.5,1226.0,0.0,1964.0,00115201003,THOMPSON BLK 1 LT 1A PARK DALE WEST,257
Land,NaN,0.0,0.0,0.0,9583.0,0.0,Unknown,Not available,258
Manufactured,"{""architectureType"": ""Mobile Home"", ""cooling"": true, ""coolingType"": ""Central"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Central""}",2.0,1.0,1344.0,0.0,1999.0,14798X--20--------80,FRIENDLY VILLAGE MHP PAD 20 1999 REDMAN 28 X 48 LB# PFS0595223,259
Condo,"{""architectureType"": ""Condo / Apartment"", ""garage"": true, ""garageType"": ""Garage"", ""unitCount"": 1}",2.0,2.5,1241.0,0.0,1995.0,938-123-92,"TRACT 14832, LOT 3 OF PROJECT 938-12 LOCATED ON AP 839-241-11 TOGETHER WITH AN UND. 1/15 INT. IN LOTS 3 & 4.",260
Single Family,"{""architectureType"": ""Condo / Apartment""}",0.0,0.0,0.0,0.0,0.0,20143080551006,Not available,261
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Footing"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,2.0,1052.0,48787.0,1996.0,05G04016Z,L26 HUNTERS WAY 5 48/195 165600-,262
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,1.0,1296.0,7501.0,1994.0,P3700-00-001-0012-00,PARK PLACE UT NO. 1 LOT 12 BLK 1,263
Single Family,NaN,4.0,2.5,3764.0,80586.0,2003.0,Unknown,Not available,264
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Metal"", ""unitCount"": 1}",3.0,2.0,1283.0,7501.0,1997.0,M5200-00-255-0007-00,MISSION ORIGINAL TOWNSITE LOT 7 BLK 255,265
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Siding"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",4.0,2.5,1536.0,7111.0,1992.0,04-605-90071422,LT 58 BK F SC 11 PL 28 7927 CITADEL DR THE PROVINCES,266
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""foundationType"": ""Pier / Post & Beam"", ""garage"": true, ""garageType"": ""Detached"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,0.0,1643.0,39640.0,1990.0,32-09-12-  A-003-0,THUNDER HILL UNIT 1 LOT 3 BLOCK A OR 1395/1773,267
Land,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Electric"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,1.0,2240.0,14231.0,1994.0,0550-0097-101,A0550 H T & B R R TRACT 15B (PT) (CALLED LOT 2 - LOT 3 (E/15') ACRES .3267 FRONT ACREAGE,268
Single Family,"{""architectureType"": ""Duplex"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Central""}",3.0,2.0,1488.0,9374.0,1930.0,15555700,E-326 ENGLE LOT 67-69;BOOK:3122;PAGE:703,269
Single Family,"{""exteriorType"": ""Wood"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1}",2.0,1.0,980.0,0.0,1988.0,12  08001-0000-00005- 884,LOT:5.884 BLK:8001 DIST:12 CITY/MUNI/TWP:JACKSON TWP MAP REF:TAX MAP 80,270
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Evaporative"", ""exteriorType"": ""Vinyl"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle""}",6.0,3.0,2435.0,8712.0,2009.0,R25906-12-19,LOT 122 59.4X120.7X80.2X144.9 #SU JACOBS CREEK PH 6 #PR RB1296-1343,271
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,1.0,1275.0,5930.0,1965.0,079099-0000,17-34 STEWART & PASCHALS R/P PT EDGEWOOD & MURRAY HILL HEIGHTS LOT 12 BLK 1,272
Single Family,"{""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""roomCount"": 7, ""unitCount"": 1}",5.0,2.0,1507.0,6000.0,1971.0,029-08-022,TR 4549 LOT 22,273
Manufactured,"{""architectureType"": ""Mobile Home"", ""floorCount"": 1}",0.0,0.0,1116.0,0.0,2021.0,702022-0000-0394,"OAKWOOD MHC, SPACE 172, SER# FLE240YC2045682A, HUD# PFS1273879",274
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Concrete Block"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,2.0,2023.0,7260.0,1973.0,U232817083000089000350,TOWN'N COUNTRY PARK UNIT NO 53 LOT 35 BLK 89,275
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle""}",5.0,3.0,1937.0,11966.0,2018.0,RPO0033001005O,"LOT 5, BLOCK 1, BOULDER CREEK ESTATES SE1/4, SEC 11, T 2N, R 38",276
Single Family,"{""garage"": true, ""garageType"": ""Garage"", ""exteriorType"": ""Brick / Stone""}",3.0,2.0,1424.0,26310.0,2021.0,1-69745-0000-00-009000,SANDY RANCH CROSSINGLOT 9,277
Single Family,"{""architectureType"": ""Conventional"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""roomCount"": 7, ""unitCount"": 1}",3.0,2.0,1474.0,5223.0,1950.0,6255-022-060,TRACT NO 14810 (EX OF ST) LOT 28,278
Single Family,"{""architectureType"": ""Contemporary"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""foundationType"": ""Other"", ""roofType"": ""Built-up (Layered Asphalt)"", ""roomCount"": 5, ""unitCount"": 1}",3.0,2.0,1350.0,6000.0,1962.0,1-9-9-051-025,"LOT 124 6,000 SF FP 713",279
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stone"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 10, ""unitCount"": 1}",4.0,2.5,4327.0,27094.0,2000.0,22 479010350841,AN BROOKSHADE UNIT 4 LOT 132 AN WORK COMPLETE 113000,280
Single Family,"{""floorCount"": 1, ""unitCount"": 1}",0.0,0.0,990.0,10500.0,1992.0,967-00004-120,LOT 12 BLK 4 EL CENIZO UNIT I,281
Single Family,"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Gravity"", ""roofType"": ""Other"", ""unitCount"": 1}",3.0,2.0,1667.0,5772.0,2004.0,204-24-038,DYNAMITE MOUNTAIN RANCH SECTION B1 MCR 639-40,282
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Other"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 9}",4.0,2.5,1180.0,23760.0,1975.0,48780000410,26-76-24 WHITTIER ADD LOT 41 & LOT 42 EX S 55',283
Single Family,NaN,1.0,1.5,834.0,0.0,2009.0,Unknown,Not available,284
Land,NaN,0.0,0.0,0.0,8712.0,0.0,13-019.31-271,LOT:144 DIST:13 SUBD:BAYMONT FARMS,285
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Asbestos Shingle"", ""floorCount"": 1, ""foundationType"": ""Slab"", ""roofType"": ""Asphalt"", ""roomCount"": 6, ""unitCount"": 1}",3.0,1.0,1015.0,0.0,1967.0,092F-13D-270,"LOT 4 LUTZ, F SUBD #2 C",286
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Other"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 8}",4.0,1.0,2310.0,12571.0,1940.0,040 02 029,#7,287
Single Family,"{""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Raised"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle""}",4.0,2.0,1440.0,16771.0,1754.0,45*35F,"GOODMAN, HOLLY, MCMILLEN",288
Single Family,"{""architectureType"": ""Condo / Apartment"", ""exteriorType"": ""Brick"", ""floorCount"": 2, ""heating"": true, ""roomCount"": 7, ""unitCount"": 1, ""viewType"": ""Average""}",4.0,1.0,1584.0,964.0,1875.0,31-3-2075-00,15'13/4  E TRENTON,289
Apartment,"{""floorCount"": 6, ""garage"": true, ""garageType"": ""Garage"", ""unitCount"": 75}",0.0,0.0,80200.0,30750.0,1965.0,06711-00273J,LOT:27 BLK:6711,290
Single Family,"{""architectureType"": ""Colonial"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick / Stone"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""roomCount"": 6, ""unitCount"": 1, ""pool"": true, ""poolType"": ""In-Ground Vinyl Pool""}",4.0,2.5,2776.0,13852.0,2017.0,040-014410,1858 MALLOW LANE MEADOW GROVE ESTATES NORTH SECTON 1 LOT 41,291
Single Family,"{""floorCount"": 2, ""garage"": true, ""garageSpaces"": 3, ""garageType"": ""Attached""}",4.0,3.0,3153.0,17600.0,2006.0,44211600066000,5887 PINEHURST CT LOT 19 (REPLAT L7 B1) BLK D,292
Condo,"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Vinyl"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 3, ""unitCount"": 1}",3.0,2.5,1426.0,849.0,1998.0,34-820-18-18,"THE CONDOMINIUMS OF OAKS RIDGE MEADOWS, A REPLAT OF LOTS 1-34, TRACTS G, H, I, J --- UNIT 4A",293
Single Family,"{""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1}",0.0,1.5,910.0,10019.0,1950.0,XA0-330-0029-00,LOT 29 ADRIAN HEIGHTS,294
Single Family,"{""cooling"": true, ""coolingType"": ""Package"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""foundationType"": ""Footing"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Detached Garage"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,1.0,1245.0,217800.0,1968.0,036072    02500,ROSEWOOD DR,295
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Other"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle"", ""roomCount"": 5, ""unitCount"": 1}",4.0,3.5,2690.0,25265.0,1967.0,0240.02-01-035.00,"10,PT.9",296
Condo,"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Stucco"", ""floorCount"": 2, ""heating"": true}",0.0,3.0,1456.0,551.0,2022.0,303-64-738,ECHELON AT OCOTILLO CONDOMINIUM AMD UNIT 15 MCR 1474-37 PLEASE NOTE: FOR LEGAL DESCRIPTION REFERENCE REGARDING THE PERCENTAGE,297
Single Family,"{""exteriorType"": ""Vinyl"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""unitCount"": 1}",0.0,2.0,1136.0,38768.0,1990.0,7996-01-16-2111-00,89 AC LOT 17 & PT 16 SOMERSET S/D SOMERSET,298
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Wood"", ""roomCount"": 7, ""unitCount"": 1}",3.0,2.0,1702.0,0.0,1986.0,R-1450-004-0510-1,"PRESTONDALE (CPL), BLK D, LOT 51",299
Single Family,"{""exteriorType"": ""Aluminum / Vinyl Siding"", ""garage"": true, ""garageType"": ""Garage"", ""roofType"": ""Asphalt""}",0.0,3.0,2664.0,49000.0,2001.0,80.04464.00,SECT-11 TWP-146 RANGE- 33 SAINT ONGE CHIPPEWA HEIGHTS #2 LOT- 21 BLOCK- 1,300
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Raised"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 6, ""unitCount"": 1}",3.0,2.0,1366.0,14898.0,2012.0,41-01-  16-0138.0002,PT LOTS 1-2-3 & LOT 1A BLK I & PT LOT 3B BLK J POPLAR ADD (0.29 AC),301
Single Family,"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle"", ""roomCount"": 8, ""unitCount"": 1}",4.0,3.0,1917.0,11282.0,1991.0,076M2-01-00-12100,WILLOUGHBY 5 121 PH II,302
Single Family,NaN,3.0,3.5,2596.0,26302.0,2000.0,Unknown,Not available,303
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Other"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 1, ""foundationType"": ""Block"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 5, ""unitCount"": 1}",4.0,2.0,1344.0,8276.0,1965.0,032-39-5434-000,STERLING PARK SEC.2 LOT 114 1824--1100 BROYHILLS ADDN,304
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Other"", ""fireplace"": true, ""fireplaceType"": ""Masonry"", ""floorCount"": 1, ""foundationType"": ""Raised"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""unitCount"": 1}",3.0,2.0,1008.0,9191.0,1979.0,02-315-062,LYTTLE 108 BOOKER ST,305
Single Family,"{""architectureType"": ""Traditional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roomCount"": 8, ""unitCount"": 1}",4.0,2.5,2247.0,18054.0,1984.0,6704M00780000,LOT 171 & DWG,306
